,12GHA01005,12GHA01010,12GHA01014,12GHA01015,12GHA01018,12GHA01019,12GHA01020,12GHA01021,12GHA01022,12GHA01026,12GHA01028,12GHA01029,12GHA01030,12GHA01031,12GHA01033,12GHA01034,12GHA01035,12GHA01045,12GHA01048,12GHA01049,12GHA01051,12GHA01065,12GHA01067,12GHA01069,12GHA01071,12GHA01073,12GHA01074,12GHA01077,12GHA01078,12GHA01079,12GHA01083,12GHA01084,12GHA01085,12GHA01086,12GHA01087,12GHA01096,12GHA01097,12GHA01100,12GHA01102,12GHA01104,12GHA01109,12GHA01110,12GHA01111,12GHA01112,12GHA01114,12GHA01115,12GHA01116,12GHA01117,12GHA01118,12GHA01120,12GHA01125,12GHA01131,12GHA01132,12GHA01135,12GHA01137,12GHA01138,12GHA01140,12GHA01141,12GHA01142,12GHA01144,12GHA01147,12GHA01148,12GHA01152,12GHA01154,12GHA01156,12GHA01159,12GHA01161,12GHA01162,12GHA01163,12GHA01164,12GHA01165,12GHA01168,12GHA01170,12GHA01171,12GHA01172,12GHA01173,12GHA01174,12GHA01175,12GHA01176,12GHA01177,12GHA01179,12GHA01181,12GHA01182,12GHA01183,12GHA01184,12GHA01185,12GHA01187,12GHA01191,12GHA01193,12GHA01194,12GHA01196,12GHA01199,OpataM85,SyntheticW7984
TP42150,A,A,A,A,A,B,A,B,A,A,B,A,-,A,B,B,A,B,A,B,B,-,A,A,A,A,B,B,B,A,A,B,A,A,B,B,A,A,A,B,A,A,A,B,B,B,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,B,B,B,A,B,A,B,A,B,A,B,B,A,A,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B
TP42222,A,A,A,A,A,B,A,B,A,A,B,A,B,A,B,B,B,B,A,B,B,-,B,A,A,A,B,A,B,A,B,B,A,A,A,B,A,A,A,B,A,B,A,A,A,B,B,A,B,A,B,B,A,A,A,B,A,B,B,A,B,B,B,B,A,B,A,B,A,B,A,B,B,A,A,A,A,B,B,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B
TP42286,A,B,A,B,B,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B,-,A,B,B,B,A,B,B,B,B,A,B,A,B,A,B,B,A,A,B,B,A,A,A,A,B,B,B,A,A,B,A,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,-,A,B,A,A,A,A,B
TP42311,A,A,B,A,B,A,-,B,A,A,A,A,B,B,B,A,A,A,A,A,B,-,A,A,B,B,B,B,B,B,A,B,A,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,A,B,B,B,A,B,A,B,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,B,B,B,A,B
TP42420,B,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,A,A,-,B,A,A,A,B,A,B,B,A,A,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,A,B,B,A,A,B,A,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B
TP42424,A,B,B,A,A,B,A,B,A,A,B,A,A,B,B,B,A,A,A,B,B,-,B,B,B,A,B,A,A,B,B,A,B,A,A,A,B,A,B,A,B,B,A,B,A,B,B,A,A,A,B,B,B,B,A,A,B,B,A,B,B,B,B,-,B,A,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,B
TP42608,A,B,B,A,B,A,B,B,A,A,B,A,B,B,B,A,B,A,A,B,A,-,A,B,A,A,A,B,A,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,A,-,B,A,A,A,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,B
TP42726,B,A,B,B,B,A,B,B,B,A,A,B,-,B,A,A,A,B,B,A,B,-,B,B,A,B,A,B,B,B,B,B,B,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,B
TP42763,B,A,A,A,A,A,A,B,A,B,A,A,-,B,B,B,A,A,A,A,A,-,B,B,B,B,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B
TP42959,B,B,B,A,-,-,A,A,A,-,B,-,A,A,A,A,B,-,A,B,B,-,B,A,A,A,B,B,B,A,-,A,B,B,A,B,A,B,B,A,A,B,B,-,B,A,B,B,B,A,-,A,A,B,A,A,A,B,-,A,B,A,A,B,B,A,A,B,-,B,B,B,B,B,A,B,B,-,-,A,B,A,B,A,A,A,B,B,A,A,B,A,A,B
TP42996,B,A,A,B,A,B,A,A,B,B,B,B,-,A,A,A,A,A,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,B,B,B,B,A,A,B,A,B,B,B,B,A,A,A,A,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,B
TP43004,A,B,B,A,B,A,A,B,A,A,B,A,-,B,B,A,B,A,A,B,B,-,B,B,A,A,B,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,B,B,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,B,B,B,A,B,B,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B
TP43042,A,B,A,A,A,B,A,B,A,A,B,A,A,A,B,B,A,B,A,B,B,-,A,A,A,A,-,B,B,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,B,A,A,A,B,B,A,B,-,B,A,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B
TP43056,B,B,B,A,B,A,B,A,B,A,B,-,B,A,A,A,A,A,A,A,B,-,A,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A,A,B,A,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,A,B,B,B,B,A,A,B,A,B,A,B,A,B,B,A,A,A,-,A,A,B,A,B,A,A,B,A,B,B,B,A,A,B,B,B,A,B
TP43227,A,A,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,-,A,A,B,B,B,A,A,B,A,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,B,B,A,B,B,A,A,B
TP43364,A,-,A,A,A,B,A,B,A,B,A,B,A,A,B,B,B,A,B,A,B,-,A,B,A,B,B,B,B,A,A,B,A,A,B,B,B,B,A,B,B,B,B,A,A,B,A,A,A,B,B,B,A,B,A,A,B,B,A,B,A,B,A,B,B,B,A,A,A,A,A,B,A,A,B,B,B,A,B,A,A,A,A,A,A,B,B,B,B,A,B,B,A,B
TP43420,A,A,A,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,B,A,B,B,B,B,A,A,B,A,A,B,A,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,B,A,B,A,A,B,B,A,B,A,B,A,B,B,B,A,A,A,A,A,B,A,A,B,B,B,A,B,A,A,A,A,A,A,B,B,B,B,A,B,B,A,B
TP43466,B,A,A,A,A,A,A,B,A,B,A,A,A,-,B,B,A,A,A,A,A,-,B,B,B,B,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,B,B,B,-,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,-,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B
TP43500,A,A,-,B,A,B,B,B,B,B,A,B,A,A,B,B,A,A,B,B,A,-,A,A,A,B,B,A,A,A,B,A,A,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,A,A,B,A,B,B,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,B,B,B,B,A,B,-,B,A,A,A,-,B,A,A,A,B,A,A,B
TP43861,A,A,A,A,A,B,B,B,A,A,B,B,B,A,B,A,B,A,A,B,A,-,B,A,A,A,B,A,A,B,B,B,A,A,A,B,A,B,A,B,A,A,B,A,B,B,A,A,B,B,B,B,A,B,A,B,B,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,B,A,A,A,B,B,B,A,A,A,B,B,A,B,A,A,A,B,B,B,A,B
TP43988,B,A,B,A,B,B,A,B,A,A,B,B,A,A,B,A,B,A,A,A,A,-,B,A,A,A,B,B,A,B,A,A,B,A,B,B,A,B,B,A,A,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,A,B,A,A,B,A,A,B,B,B,A,B,A,A,A,A,B,A,B,A,B,A,A,A,A,B,B,B,B,B,A,B
TP44008,A,B,B,B,B,B,B,B,A,A,B,B,B,B,B,A,B,A,A,B,A,A,A,B,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,B,B,A,B,B,A,B,A,A,A,B,B,A,B,B,A,A,A,B,B,B,A,A,A,B,A,A,A,A,A,B,A,B,B,B,B,A,A,B,A,A,B,A,A,B
TP44085,A,A,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,-,A,A,B,B,B,A,B,B,A,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,B,B,B,-,B,B,A,A,B,A,A,B
TP44352,B,A,A,B,A,B,A,A,B,B,B,B,-,A,A,A,A,A,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,B,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,B
TP44513,A,B,A,B,A,B,A,B,A,A,B,A,B,A,B,B,A,B,A,B,B,-,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,A,A,B,A,-,A,B,B,B,B,B,B,A,B,A,A,A,A,A,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,A,A,B,B,A,A,B,B,B,B,A,A,B
TP44571,B,A,A,A,A,B,A,A,B,B,B,B,-,-,A,A,A,B,B,A,B,-,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,B,A,A,A,B,A,B,B,A,A,B,A,B,B,B,B,B,B,A,A,A,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B,B,A,B,B,A,A,A,A,B
TP44584,A,B,A,B,A,A,B,B,B,B,A,B,B,B,B,B,A,B,A,B,B,B,B,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,B,A,B,B,A,A,A,A,A,A,B,B,B,B,A,B,A,B,B,A,A,A,B,B,A,A,A,B,A,A,B,-,B,A,A,A,B,A,B,A,B,B,A,A,B,A,B,A,B
TP44605,A,B,B,A,A,B,B,B,B,B,B,A,-,B,B,B,A,A,A,B,A,-,B,B,A,A,B,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,B,B,A,B,B,A,A,B,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B
TP44622,A,A,B,B,B,B,B,A,B,B,B,A,A,B,A,A,B,B,B,A,B,-,A,B,A,A,B,A,A,B,A,A,A,B,B,B,A,A,B,A,B,A,B,B,B,A,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,B,B,B,A,B,A,A,A,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B
TP44635,A,A,B,B,B,A,B,B,B,A,B,B,-,B,B,B,B,A,A,B,A,B,A,B,A,B,A,A,B,B,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,B,A,A,A,B,A,A,B,B,B,B,B,A,A,B,A,B,A,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,A,A,B,B,A,B
TP44690,A,B,A,B,B,A,A,A,B,A,B,A,-,A,B,A,B,B,B,-,A,-,A,B,B,B,A,B,B,B,B,A,B,B,B,B,B,A,A,A,B,B,A,A,B,A,A,B,B,A,A,B,A,B,B,B,A,A,B,A,A,B,A,A,A,B,A,B,A,B,A,B,B,B,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,A,A,A,A,B
TP44820,A,A,A,A,B,A,A,B,A,B,B,B,-,A,B,B,B,B,B,A,B,-,A,A,A,A,B,B,B,A,A,B,B,A,B,B,B,B,A,B,B,B,B,A,A,B,B,A,A,B,A,B,A,B,A,B,A,A,A,B,A,B,A,B,B,A,A,B,A,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,B,B,B,A,A,B,A,B
TP44890,A,B,A,B,B,B,A,B,A,A,B,A,B,B,B,B,A,B,A,B,A,-,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,A,A,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,A,A,B,B,A,A,B,B,B,B,A,A,B
TP45037,B,A,A,B,B,B,A,B,A,B,A,B,B,B,B,A,B,B,A,B,A,-,B,A,B,B,A,B,B,B,B,A,B,A,A,A,A,B,A,A,B,A,B,B,A,A,A,B,B,B,A,A,-,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,B,B,B,A,A,B,A,A,A,A,A,-,B,B,B,A,A,A,A,A,A,A,B,A,A,B
TP45053,A,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,B,B,A,A,A,B,A,A,A,B,A,B,B,A,A,B,A,B,-,B,A,B,B,B,A,A,B,B,B,A,B,A,A,B,A,B,A,A,B,B,B,A,A,B,A,A,A,B,B,A,A,B,A,A,B,B,A,B,B,B,A,B,B,B,A,A,B,A,-,A,A,A,A,B,A,A,B
TP45177,A,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,A,B,A,A,-,A,B,A,B,B,B,B,A,A,A,A,A,B,A,B,B,A,B,B,B,B,A,A,B,A,A,B,B,B,B,A,B,A,A,B,A,A,B,B,B,A,B,B,A,A,B,A,A,A,B,A,A,B,B,B,A,B,A,A,A,A,A,A,B,B,B,B,A,B,B,A,B
TP45229,B,A,A,B,B,B,A,B,B,B,B,B,-,B,A,B,A,A,B,A,B,-,B,B,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,A,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,B,A,B,B,A,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,B
TP45252,A,B,B,A,B,A,A,B,B,B,B,B,-,A,B,B,B,B,B,A,B,-,A,A,A,A,B,B,B,A,A,A,B,B,B,B,B,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,A,B,A,B,B,B,A,B,A,A,A,B,A,A,-,B,B,B,A,B,B,A,A,A,A,A,B,B,A,A,A,B,A,B
TP45291,B,B,B,A,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,B,-,B,A,A,A,B,B,B,A,A,A,B,B,A,B,A,B,A,A,A,B,B,A,B,A,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,B,B,A,B,A,B,A,B,A,A,A,B,B,A,A,B,A,A,B
TP45404,A,B,B,A,B,A,A,B,A,A,B,B,A,B,A,B,B,A,A,A,B,A,B,A,B,B,B,B,A,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,B,B,A,A,A,-,A,B,A,B,B,B,B,B,A,A,A,A,B,A,B,A,B,A,A,A,B,A,B,A,B,B,B,A,B,A,A,A,B
TP45464,B,A,A,B,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B,B,A,B,A,A,A,A,A,B
TP45471,A,B,A,B,B,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,A,-,A,B,B,B,A,B,B,B,B,A,B,A,B,A,B,B,A,A,B,B,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,A,A,B,A,A,A,A,B
TP45492,B,B,B,A,B,A,B,A,B,A,B,A,-,A,A,A,A,A,A,A,B,-,A,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A,A,B,A,A,A,A,A,B,A,B,A,-,A,B,A,B,A,B,A,B,B,B,B,A,A,B,A,B,A,B,A,B,B,A,A,A,A,A,A,B,A,B,A,A,B,A,B,B,B,A,A,B,B,B,A,B
TP45628,A,B,B,A,B,A,A,B,A,A,B,B,A,A,A,B,B,A,A,A,B,-,B,A,B,B,B,B,A,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,B,B,A,A,A,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,B,A,B,A,A,A,B,A,B,A,B,B,B,A,B,A,A,A,B
TP45806,B,B,A,A,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,A,-,B,B,B,B,-,B,-,A,A,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B
TP45823,B,B,B,A,A,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,-,B,A,B,A,B,B,B,A,B,A,B,A,A,A,B,B,B,A,B,A,A,B,A,B,A,A,B,B,B,A,B,B,A,B,B,A,A,A,A,A,A,A,B,B,B,B,B,A,B,A,A,A,B,B,A,B,A,B,A,A,A,A,A,B,B,B,A,B,A,B,A,B
TP46005,A,A,B,A,B,A,B,B,A,A,B,A,-,B,B,A,A,A,A,B,B,-,A,B,B,B,B,B,B,A,A,B,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,-,A,A,B,B,A,A,A,B,B,B,A,B,A,B,B,-,A,B
TP46042,A,A,B,A,B,A,B,B,A,A,B,A,-,B,B,A,A,A,A,B,B,-,A,B,B,B,B,B,B,A,A,B,B,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,A,B,A,B,B,A,A,B
TP46060,A,B,A,B,B,A,A,A,-,A,A,A,-,A,B,A,B,A,B,A,A,-,A,B,B,B,A,B,B,B,B,A,B,A,B,A,B,B,A,A,B,B,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,-,A,A,B,B,B,A,A,B,A,A,A,A,B
TP46062,A,A,A,A,B,A,A,B,A,B,B,B,B,A,B,B,B,B,B,A,B,-,A,A,A,A,B,B,-,A,A,B,B,A,B,B,B,B,A,B,B,B,A,A,A,B,B,A,A,B,A,B,A,B,A,B,A,A,A,B,A,B,A,B,B,A,A,B,A,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,B,B,B,A,A,B,A,B
TP46115,B,B,B,A,A,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,-,B,B,A,A,B,B,-,B,B,B,B,B,A,B,A,A,B,A,A,B,B,B,B,A,B,B,B,B,A,B,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B,A,B,B,B,B,B,B,B,-,A,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B
TP46136,B,A,B,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,-,A,B,-,A,B,B,B,B,B,B,B,A,B,A,B,A,B,B,A,A,B,A,A,A,A,A,B,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,A,B,B,A,A,A,A,A,A,B,A,B,A,A,B,A,B,B,B,A,A,B,B,B,A,B
TP46139,B,B,B,A,B,A,B,B,B,A,B,A,-,B,B,B,B,B,B,B,A,-,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,A,B,B,A,A,B,B,A,B,B,A,A,A,A,B,B,A,B,A,B,A,A,A,B,B,B,A,A,A,B,B,A,A,B,B,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,B,B,A,A,B
TP46212,B,B,A,A,A,B,B,B,A,A,B,B,-,A,A,A,A,A,B,B,A,-,A,A,A,B,B,A,A,A,A,A,A,A,B,B,A,B,A,B,A,A,B,A,A,A,A,A,B,A,B,B,B,A,B,A,B,B,B,A,B,A,A,A,A,A,B,B,A,A,B,B,A,B,B,B,B,A,B,B,B,B,-,A,A,A,A,B,B,B,B,A,A,B
TP46255,A,A,A,B,B,A,A,A,A,B,B,B,-,B,A,B,A,B,A,B,A,-,A,A,B,A,A,B,B,B,A,B,A,A,A,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B,B,A,A,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,B,B,B,B,B,B,B,A,A,B
TP46395,B,B,B,A,B,A,B,A,B,A,B,A,A,A,A,A,A,A,A,B,A,-,A,B,B,B,B,B,B,B,A,B,B,A,B,B,B,A,A,B,A,A,A,A,A,B,A,B,A,-,B,B,A,B,A,B,A,B,B,B,B,A,A,B,A,B,A,B,A,B,B,A,B,A,A,A,A,B,A,B,A,A,B,A,B,B,B,B,A,B,B,B,A,B
TP46663,B,B,B,A,B,A,A,A,A,A,B,A,B,A,B,A,B,B,A,B,B,-,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,B,A,B,B,B,A,B,A,B,A,B,-,A,A,B,A,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,B,B,A,B,B,B,B,A,B,B,B,A,A,A,B,B,A,A,B,A,A,B
TP46676,A,B,B,A,A,B,B,B,A,A,B,A,-,B,B,-,A,A,A,B,B,-,B,B,B,A,B,B,A,B,A,A,B,A,A,A,B,A,B,A,B,B,A,B,A,B,B,A,A,A,B,B,A,B,A,A,B,-,B,B,B,B,B,B,B,A,A,B,A,B,A,B,B,B,A,A,-,A,A,B,A,B,A,B,B,A,A,B,A,A,A,B,A,B
TP46892,A,B,B,B,B,B,A,A,B,B,A,A,A,B,A,B,B,B,A,A,B,B,B,A,B,A,A,B,B,B,A,B,B,B,A,B,B,A,A,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,A,B,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,B,A,B,A,B,A,A,A,A,B,B,A,B,B,A,A,B
TP46895,A,A,B,B,A,A,A,A,A,B,B,A,A,A,B,A,A,B,B,A,B,-,A,A,B,B,B,A,B,B,A,B,A,A,A,A,A,A,A,B,A,A,A,-,A,A,B,B,A,A,B,A,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,B,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B,A,A,A,A,B
TP47003,B,A,A,B,B,A,B,A,B,B,B,A,-,A,B,B,A,A,B,B,A,-,B,B,A,B,A,A,B,A,A,B,B,A,A,B,B,B,B,A,A,B,B,B,B,A,A,A,A,B,B,B,A,B,B,A,B,B,B,A,B,A,B,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,A,B,A,B,A,A,A,A,A,B,A,B,A,B
TP47030,A,A,B,B,B,A,B,B,A,A,B,B,B,B,B,B,B,A,A,B,A,-,A,B,A,B,A,A,B,B,B,B,B,B,B,A,B,B,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,B,A,A,A,B,A,A,B,B,B,A,A,B,A,B,A,B,A,B,B,A,A,B,B,B,A,A,B,B,A,A,B,B,A,A,A,B,B,B,A,B
TP47081,A,B,A,A,A,B,A,B,A,A,B,A,-,A,B,B,A,B,A,B,B,-,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,B,A,A,A,B,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B
TP47124,A,A,B,B,A,B,B,B,A,A,B,B,A,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,B,B,A,A,A,B,A,B,B,A,-,A,A,B,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,A,A,B,B,A,B
TP47197,A,-,A,A,A,B,A,B,A,A,B,A,-,A,B,B,A,B,A,B,B,-,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,B,A,A,A,B,B,A,B,B,B,A,A,B,B,A,-,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B
TP47213,A,A,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,-,-,A,A,B,B,B,A,B,B,-,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,A,A,B
TP47248,A,B,B,A,B,A,A,B,B,B,B,A,A,A,B,A,B,B,B,B,A,B,A,A,A,A,B,A,B,A,A,A,B,B,B,B,A,B,B,A,B,A,A,B,-,B,B,A,A,B,A,A,A,B,A,B,B,A,A,A,A,B,B,B,B,B,A,B,A,A,A,B,A,A,B,B,B,B,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,B
TP47435,B,A,B,A,A,A,B,B,B,A,B,A,A,B,A,A,B,B,B,B,B,-,A,A,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,A,B,A,B,B,B,B,A,A,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,-,A,B,A,A,A,A,A,A,A,B,B,A,A,B
TP47471,A,A,B,B,A,A,-,A,A,B,B,B,A,B,B,A,A,B,B,A,B,B,A,A,B,B,B,A,B,B,A,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,A,A,B
